id,districts_id:id,name
c_594,d_8,Bandagiriya Colony
c_595,d_8,Barawakumbuka
c_596,d_8,Beliatta
c_597,d_8,Beragama
c_598,d_8,Beralihela
c_599,d_8,Bundala
c_600,d_8,Ellagala
c_601,d_8,Gangulandeniya
c_602,d_8,Getamanna
c_603,d_8,Goda Koggalla
c_604,d_8,Gonagamuwa Uduwila
c_605,d_8,Gonnoruwa
c_606,d_8,Hakuruwela
c_607,d_8,Hambantota
c_608,d_8,Handugala
c_609,d_8,Hungama
c_610,d_8,Ihala Beligalla
c_611,d_8,Iththa Demaliya
c_612,d_8,Julampitiya
c_613,d_8,Kahandamodara
c_614,d_8,Kariyamaditta
c_615,d_8,Katuwana
c_616,d_8,Kawantissapura
c_617,d_8,Kirama
c_618,d_8,Kirinda
c_619,d_8,Lunama
c_620,d_8,Lunugamwehera
c_621,d_8,Magama
c_622,d_8,Mahagalwewa
c_623,d_8,Mamadala
c_624,d_8,Medamulana
c_625,d_8,Middeniya
c_626,d_8,Meegahajandura
c_627,d_8,Modarawana
c_628,d_8,Mulkirigala
c_629,d_8,Nakulugamuwa
c_630,d_8,Netolpitiya
c_631,d_8,Nihiluwa
c_632,d_8,Padawkema
c_633,d_8,Pahala Andarawewa
c_634,d_8,Rammalawarapitiya
c_635,d_8,Ranakeliya
c_636,d_8,Ranmuduwewa
c_637,d_8,Ranna
c_638,d_8,Ratmalwala
c_639,d_8,Ruhunu Ridiyagama
c_640,d_8,Sooriyawewa Town
c_641,d_8,Tangalla
c_642,d_8,Tissamaharama
c_643,d_8,Uda Gomadiya
c_644,d_8,Udamattala
c_645,d_8,Uswewa
c_646,d_8,Vitharandeniya
c_647,d_8,Walasmulla
c_648,d_8,Weeraketiya
c_649,d_8,Weerawila
c_650,d_8,Weerawila NewTown
c_651,d_8,Wekandawela
c_652,d_8,Weligatta
c_653,d_8,Yatigala
c_654,d_9,Jaffna
c_655,d_10,Agalawatta
c_656,d_10,Alubomulla
c_657,d_10,Anguruwatota
c_658,d_10,Atale
c_659,d_10,Baduraliya
c_660,d_10,Bandaragama
c_661,d_10,Batugampola
c_662,d_10,Bellana
c_663,d_10,Beruwala
c_664,d_10,Bolossagama
c_665,d_10,Bombuwala
c_666,d_10,Boralugoda
c_667,d_10,Bulathsinhala
c_668,d_10,Danawala Thiniyawala
c_669,d_10,Delmella
c_670,d_10,Dharga Town
c_671,d_10,Diwalakada
c_672,d_10,Dodangoda
c_673,d_10,Dombagoda
c_674,d_10,Ethkandura
c_675,d_10,Galpatha
c_676,d_10,Gamagoda
c_677,d_10,Gonagalpura
c_678,d_10,Gonapola Junction
c_679,d_10,Govinna
c_680,d_10,Gurulubadda
c_681,d_10,Halkandawila
c_682,d_10,Haltota
c_683,d_10,Halvitigala Colony
c_684,d_10,Halwala
c_685,d_10,Halwatura
c_686,d_10,Handapangoda
c_687,d_10,Hedigalla Colony
c_688,d_10,Henegama
c_689,d_10,Hettimulla
c_690,d_10,Horana
c_691,d_10,Ittapana
c_692,d_10,Kahawala
c_693,d_10,Kalawila Kiranthidiya
c_694,d_10,Kalutara
c_695,d_10,Kananwila
c_696,d_10,Kandanagama
c_697,d_10,Kelinkanda
c_698,d_10,Kitulgoda
c_699,d_10,Koholana
c_700,d_10,Kuda Uduwa
c_701,d_10,Labbala
c_702,d_10,Ihalahewessa
c_703,d_10,Induruwa
c_704,d_10,Ingiriya
c_705,d_10,Maggona
c_706,d_10,Mahagama
c_707,d_10,Mahakalupahana
c_708,d_10,Maharangalla
c_709,d_10,Malgalla Talangalla
c_710,d_10,Matugama
c_711,d_10,Meegahatenna
c_712,d_10,Meegama
c_713,d_10,Meegoda
c_714,d_10,Millaniya
c_715,d_10,Millewa
c_716,d_10,Miwanapalana
c_717,d_10,Molkawa
c_718,d_10,Morapitiya
c_719,d_10,Morontuduwa
c_720,d_10,Nawattuduwa
c_721,d_10,Neboda
c_722,d_10,Padagoda
c_723,d_10,Pahalahewessa
c_724,d_10,Paiyagala
c_725,d_10,Panadura
c_726,d_10,Pannala
c_727,d_10,Paragastota
c_728,d_10,Paragoda
c_729,d_10,Paraigama
c_730,d_10,Pelanda
c_731,d_10,Pelawatta
c_732,d_10,Pimbura
c_733,d_10,Pitagaldeniya
c_734,d_10,Pokunuwita
c_735,d_10,Poruwedanda
c_736,d_10,Ratmale
c_737,d_10,Remunagoda
c_738,d_10,Talgaswela
c_739,d_10,Tebuwana
c_740,d_10,Uduwara
c_741,d_10,Utumgama
c_742,d_10,Veyangalla
c_743,d_10,Wadduwa
c_744,d_10,Walagedara
c_745,d_10,Walallawita
c_746,d_10,Waskaduwa
c_747,d_10,Welipenna
c_748,d_10,Weliveriya
c_749,d_10,Welmilla Junction
c_750,d_10,Weragala
c_751,d_10,Yagirala
c_752,d_10,Yatadolawatta
c_753,d_10,Yatawara Junction
c_754,d_11,Aludeniya
c_755,d_11,Ambagahapelessa
c_756,d_11,Ambagamuwa Udabulathgama
c_757,d_11,Ambatenna
c_758,d_11,Ampitiya
c_759,d_11,Ankumbura
c_760,d_11,Atabage
c_761,d_11,Balana
c_762,d_11,Bambaragahaela
c_763,d_11,Batagolladeniya
c_764,d_11,Batugoda
c_765,d_11,Batumulla
c_766,d_11,Bawlana
c_767,d_11,Bopana
c_768,d_11,Danture
c_769,d_11,Dedunupitiya
c_770,d_11,Dekinda
c_771,d_11,Deltota
c_772,d_11,Divulankadawala
c_773,d_11,Dolapihilla
c_774,d_11,Dolosbage
c_775,d_11,Dunuwila
c_776,d_11,Etulgama
c_777,d_11,Galaboda
c_778,d_11,Galagedara
c_779,d_11,Galaha
c_780,d_11,Galhinna
c_781,d_11,Gampola
c_782,d_11,Gelioya
c_783,d_11,Godamunna
c_784,d_11,Gomagoda
c_785,d_11,Gonagantenna
c_786,d_11,Gonawalapatana
c_787,d_11,Gunnepana
c_788,d_11,Gurudeniya
c_789,d_11,Hakmana
c_790,d_11,Handaganawa
c_791,d_11,Handawalapitiya
c_792,d_11,Handessa
c_793,d_20,Hanguranketha
c_794,d_11,Harangalagama
c_795,d_11,Hataraliyadda
c_796,d_11,Hindagala
c_797,d_11,Hondiyadeniya
c_798,d_11,Hunnasgiriya
c_799,d_11,Inguruwatta
c_800,d_11,Jambugahapitiya
c_801,d_11,Kadugannawa
c_802,d_11,Kahataliyadda
c_803,d_11,Kalugala
c_804,d_11,Kandy
c_805,d_11,Kapuliyadde
c_806,d_11,Katugastota
c_807,d_11,Katukitula
c_808,d_11,Kelanigama
c_809,d_11,Kengalla
c_810,d_11,Ketaboola
c_811,d_11,Ketakumbura
c_812,d_11,Kobonila
c_813,d_11,Kolabissa
c_814,d_11,Kolongoda
c_815,d_11,Kulugammana
c_816,d_11,Kumbukkandura
c_817,d_11,Kumburegama
c_818,d_11,Kundasale
c_819,d_11,Leemagahakotuwa
c_820,d_11,Ihala Kobbekaduwa
c_821,d_11,Lunugama
c_822,d_11,Lunuketiya Maditta
c_823,d_11,Madawala Bazaar
c_824,d_11,Madawalalanda
c_825,d_11,Madugalla
c_826,d_11,Madulkele
c_827,d_11,Mahadoraliyadda
c_828,d_11,Mahamedagama
c_829,d_11,Mahanagapura
c_830,d_11,Mailapitiya
c_831,d_11,Makkanigama
c_832,d_11,Makuldeniya
c_833,d_11,Mangalagama
c_834,d_11,Mapakanda
c_835,d_11,Marassana
c_836,d_20,Marymount Colony
c_837,d_11,Mawatura
c_838,d_11,Medamahanuwara
c_839,d_11,Medawala Harispattuwa
c_840,d_11,Meetalawa
c_841,d_11,Megoda Kalugamuwa
c_842,d_11,Menikdiwela
c_843,d_11,Menikhinna
c_844,d_11,Mimure
c_845,d_11,Minigamuwa
c_846,d_11,Minipe
c_847,d_11,Moragahapallama
c_848,d_11,Murutalawa
c_849,d_11,Muruthagahamulla
c_850,d_11,Nanuoya
c_851,d_11,Naranpanawa
c_852,d_11,Narawelpita
c_853,d_11,Nawalapitiya
c_854,d_11,Nawathispane
c_855,d_11,Nillambe
c_856,d_11,Nugaliyadda
c_857,d_11,Ovilikanda
c_858,d_11,Pallekotuwa
c_859,d_11,Panwilatenna
c_860,d_11,Paradeka
c_861,d_11,Pasbage
c_862,d_11,Pattitalawa
c_863,d_11,Peradeniya
c_864,d_11,Pilimatalawa
c_865,d_11,Poholiyadda
c_866,d_11,Pubbiliya
c_867,d_11,Pupuressa
c_868,d_11,Pussellawa
c_869,d_11,Putuhapuwa
c_870,d_11,Rajawella
c_871,d_11,Rambukpitiya
c_872,d_11,Rambukwella
c_873,d_11,Rangala
c_874,d_11,Rantembe
c_875,d_11,Sangarajapura
c_876,d_11,Senarathwela
c_877,d_11,Talatuoya
c_878,d_11,Teldeniya
c_879,d_11,Tennekumbura
c_880,d_11,Uda Peradeniya
c_881,d_11,Udahentenna
c_882,d_11,Udatalawinna
c_883,d_11,Udispattuwa
c_884,d_11,Ududumbara
c_885,d_11,Uduwahinna
c_886,d_11,Uduwela
c_887,d_11,Ulapane
c_888,d_11,Unuwinna
c_889,d_11,Velamboda
c_890,d_11,Watagoda
c_891,d_11,Watagoda Harispattuwa
c_892,d_11,Wattappola
c_893,d_11,Weligampola
c_894,d_11,Wendaruwa
c_895,d_11,Weragantota
c_896,d_11,Werapitya
c_897,d_11,Werellagama
c_898,d_11,Wettawa
c_899,d_11,Yahalatenna
c_900,d_11,Yatihalagala
c_901,d_12,Alawala
c_902,d_12,Alawatura
c_903,d_12,Alawwa
c_904,d_12,Algama
c_905,d_12,Alutnuwara
c_906,d_12,Ambalakanda
c_907,d_12,Ambulugala
c_908,d_12,Amitirigala
c_909,d_12,Ampagala
c_910,d_12,Anhandiya
c_911,d_12,Anhettigama
c_912,d_12,Aranayaka
c_913,d_12,Aruggammana
c_914,d_12,Batuwita
c_915,d_12,Beligala(Sab)
c_916,d_12,Belihuloya
c_917,d_12,Berannawa
c_918,d_12,Bopitiya
c_919,d_12,Bopitiya (SAB)
c_920,d_12,Boralankada
c_921,d_12,Bossella
c_922,d_12,Bulathkohupitiya
c_923,d_12,Damunupola
c_924,d_12,Debathgama
c_925,d_12,Dedugala
c_926,d_12,Deewala Pallegama
c_927,d_12,Dehiowita
c_928,d_12,Deldeniya
c_929,d_12,Deloluwa
c_930,d_12,Deraniyagala
c_931,d_12,Dewalegama
c_932,d_12,Dewanagala
c_933,d_12,Dombemada
c_934,d_12,Dorawaka
c_935,d_12,Dunumala
c_936,d_12,Galapitamada
c_937,d_12,Galatara
c_938,d_12,Galigamuwa Town
c_939,d_12,Gallella
c_940,d_12,Galpatha(Sab)
c_941,d_12,Gantuna
c_942,d_12,Getahetta
c_943,d_12,Godagampola
c_944,d_12,Gonagala
c_945,d_12,Hakahinna
c_946,d_12,Hakbellawaka
c_947,d_12,Halloluwa
c_948,d_12,Hedunuwewa
c_949,d_12,Hemmatagama
c_950,d_12,Hewadiwela
c_951,d_12,Hingula
c_952,d_12,Hinguralakanda
c_953,d_12,Hingurana
c_954,d_12,Hiriwadunna
c_955,d_12,Ihala Walpola
c_956,d_12,Ihalagama
c_957,d_12,Imbulana
c_958,d_12,Imbulgasdeniya
c_959,d_12,Kabagamuwa
c_960,d_12,Kahapathwala
c_961,d_12,Kandaketya
c_962,d_12,Kannattota
c_963,d_12,Karagahinna
c_964,d_12,Kegalle
c_965,d_12,Kehelpannala
c_966,d_12,Ketawala Leula
c_967,d_12,Kitulgala
c_968,d_12,Kondeniya
c_969,d_12,Kotiyakumbura
c_970,d_12,Lewangama
c_971,d_12,Mahabage
c_972,d_12,Makehelwala
c_973,d_12,Malalpola
c_974,d_12,Maldeniya
c_975,d_12,Maliboda
c_976,d_12,Maliyadda
c_977,d_12,Malmaduwa
c_978,d_12,Marapana
c_979,d_12,Mawanella
c_980,d_12,Meetanwala
c_981,d_12,Migastenna Sabara
c_982,d_12,Miyanawita
c_983,d_12,Molagoda
c_984,d_12,Morontota
c_985,d_12,Narangala
c_986,d_12,Narangoda
c_987,d_12,Nattarampotha
c_988,d_12,Nelundeniya
c_989,d_12,Niyadurupola
c_990,d_12,Noori
c_991,d_12,Pannila
c_992,d_12,Pattampitiya
c_993,d_12,Pilawala
c_994,d_12,Pothukoladeniya
c_995,d_12,Puswelitenna
c_996,d_12,Rambukkana
c_997,d_12,Rilpola
c_998,d_12,Rukmale
c_999,d_12,Ruwanwella
c_1000,d_12,Samanalawewa
c_1001,d_12,Seaforth Colony
c_1002,d_5,Colombo 2
c_1003,d_12,Spring Valley
c_1004,d_12,Talgaspitiya
c_1005,d_12,Teligama
c_1006,d_12,Tholangamuwa
c_1007,d_12,Thotawella
c_1008,d_12,Udaha Hawupe
c_1009,d_12,Udapotha
c_1010,d_12,Uduwa
c_1011,d_12,Undugoda
c_1012,d_12,Ussapitiya
c_1013,d_12,Wahakula
c_1014,d_12,Waharaka
c_1015,d_12,Wanaluwewa
c_1016,d_12,Warakapola
c_1017,d_12,Watura
c_1018,d_12,Weeoya
c_1019,d_12,Wegalla
c_1020,d_12,Weligalla
c_1021,d_12,Welihelatenna
c_1022,d_12,Wewelwatta
c_1023,d_12,Yatagama
c_1024,d_12,Yatapana
c_1025,d_12,Yatiyantota
c_1026,d_12,Yattogoda
c_1027,d_13,Kandavalai
c_1028,d_13,Karachchi
c_1029,d_13,Kilinochchi
c_1030,d_13,Pachchilaipalli
c_1031,d_13,Poonakary
c_1032,d_11,Akurana
c_1033,d_14,Alahengama
c_1034,d_14,Alahitiyawa
c_1035,d_14,Ambakote
c_1036,d_14,Ambanpola
c_1037,d_14,Andiyagala
c_1038,d_14,Anukkane
c_1039,d_14,Aragoda
c_1040,d_14,Ataragalla
c_1041,d_14,Awulegama
c_1042,d_14,Balalla
c_1043,d_14,Bamunukotuwa
c_1044,d_14,Bandara Koswatta
c_1045,d_14,Bingiriya
c_1046,d_14,Bogamulla
c_1047,d_14,Boraluwewa
c_1048,d_14,Boyagane
c_1049,d_14,Bujjomuwa
c_1050,d_14,Buluwala
c_1051,d_14,Dadayamtalawa
c_1052,d_14,Dambadeniya
c_1053,d_14,Daraluwa
c_1054,d_14,Deegalla
c_1055,d_14,Demataluwa
c_1056,d_14,Demuwatha
c_1057,d_14,Diddeniya
c_1058,d_14,Digannewa
c_1059,d_14,Divullegoda
c_1060,d_14,Diyasenpura
c_1061,d_14,Dodangaslanda
c_1062,d_14,Doluwa
c_1063,d_14,Doragamuwa
c_1064,d_14,Doratiyawa
c_1065,d_14,Dunumadalawa
c_1066,d_14,Dunuwilapitiya
c_1067,d_14,Ehetuwewa
c_1068,d_14,Elibichchiya
c_1069,d_14,Embogama
c_1070,d_14,Etungahakotuwa
c_1071,d_14,Galadivulwewa
c_1072,d_14,Galgamuwa
c_1073,d_14,Gallellagama
c_1074,d_14,Gallewa
c_1075,d_14,Ganegoda
c_1076,d_14,Girathalana
c_1077,d_14,Gokaralla
c_1078,d_14,Gonawila
c_1079,d_14,Halmillawewa
c_1080,d_14,Handungamuwa
c_1081,d_14,Harankahawa
c_1082,d_14,Helamada
c_1083,d_14,Hengamuwa
c_1084,d_14,Hettipola
c_1085,d_14,Hewainna
c_1086,d_14,Hilogama
c_1087,d_14,Hindagolla
c_1088,d_14,Hiriyala Lenawa
c_1089,d_14,Hiruwalpola
c_1090,d_14,Horambawa
c_1091,d_14,Hulogedara
c_1092,d_14,Hulugalla
c_1093,d_14,Ihala Gomugomuwa
c_1094,d_14,Ihala Katugampala
c_1095,d_14,Indulgodakanda
c_1096,d_14,Ithanawatta
c_1097,d_14,Kadigawa
c_1098,d_14,Kalankuttiya
c_1099,d_14,Kalatuwawa
c_1100,d_14,Kalugamuwa
c_1101,d_14,Kanadeniyawala
c_1102,d_14,Kanattewewa
c_1103,d_14,Kandegedara
c_1104,d_14,Karagahagedara
c_1105,d_14,Karambe
c_1106,d_14,Katiyawa
c_1107,d_14,Katupota
c_1108,d_14,Kawudulla
c_1109,d_14,Kawuduluwewa Stagell
c_1110,d_14,Kekunagolla
c_1111,d_14,Keppitiwalana
c_1112,d_14,Kimbulwanaoya
c_1113,d_14,Kirimetiyawa
c_1114,d_14,Kirindawa
c_1115,d_14,Kirindigalla
c_1116,d_14,Kithalawa
c_1117,d_14,Kitulwala
c_1118,d_14,Kobeigane
c_1119,d_14,Kohilagedara
c_1120,d_14,Konwewa
c_1121,d_14,Kosdeniya
c_1122,d_14,Kosgolla
c_1123,d_14,Kotagala
c_1124,d_5,Colombo 13
c_1125,d_14,Kotawehera
c_1126,d_14,Kudagalgamuwa
c_1127,d_14,Kudakatnoruwa
c_1128,d_14,Kuliyapitiya
c_1129,d_14,Kumaragama
c_1130,d_14,Kumbukgeta
c_1131,d_14,Kumbukwewa
c_1132,d_14,Kuratihena
c_1133,d_14,Kurunegala
c_1134,d_14,Ibbagamuwa
c_1135,d_14,Ihala Kadigamuwa
c_1136,d_14,Lihiriyagama
c_1137,d_14,Illagolla
c_1138,d_14,Ilukhena
c_1139,d_14,Lonahettiya
c_1140,d_14,Madahapola
c_1141,d_14,Madakumburumulla
c_1142,d_14,Madalagama
c_1143,d_14,Madawala Ulpotha
c_1144,d_14,Maduragoda
c_1145,d_14,Maeliya
c_1146,d_14,Magulagama
c_1147,d_14,Maha Ambagaswewa
c_1148,d_14,Mahagalkadawala
c_1149,d_14,Mahagirilla
c_1150,d_14,Mahamukalanyaya
c_1151,d_14,Mahananneriya
c_1152,d_14,Mahapallegama
c_1153,d_14,Maharachchimulla
c_1154,d_14,Mahatalakolawewa
c_1155,d_14,Mahawewa
c_1156,d_14,Maho
c_1157,d_14,Makulewa
c_1158,d_14,Makulpotha
c_1159,d_14,Makulwewa
c_1160,d_14,Malagane
c_1161,d_14,Mandapola
c_1162,d_14,Maspotha
c_1163,d_14,Mawathagama
c_1164,d_14,Medirigiriya
c_1165,d_14,Medivawa
c_1166,d_14,Meegalawa
c_1167,d_14,Meegaswewa
c_1168,d_14,Meewellawa
c_1169,d_14,Melsiripura
c_1170,d_14,Metikumbura
c_1171,d_14,Metiyagane
c_1172,d_14,Minhettiya
c_1173,d_14,Minuwangete
c_1174,d_14,Mirihanagama
c_1175,d_14,Monnekulama
c_1176,d_14,Moragane
c_1177,d_14,Moragollagama
c_1178,d_14,Morathiha
c_1179,d_14,Munamaldeniya
c_1180,d_14,Muruthenge
c_1181,d_14,Mutugala
c_1182,d_14,Nabadewa
c_1183,d_14,Nagollagama
c_1184,d_14,Nagollagoda
c_1185,d_14,Nakkawatta
c_1186,d_14,Narammala
c_1187,d_14,Nawasenapura
c_1188,d_14,Nawatalwatta
c_1189,d_14,Nelliya
c_1190,d_14,Nikaweratiya
c_1191,d_14,Nugagolla
c_1192,d_14,Nugawela
c_1193,d_14,Padeniya
c_1194,d_14,Padiwela
c_1195,d_14,Pahalagiribawa
c_1196,d_14,Pahamune
c_1197,d_14,Palagala
c_1198,d_14,Palapathwela
c_1199,d_14,Palaviya
c_1200,d_14,Pallewela
c_1201,d_14,Palukadawala
c_1202,d_14,Panadaragama
c_1203,d_14,Panagamuwa
c_1204,d_14,Panaliya
c_1205,d_14,Panapitiya
c_1206,d_14,Panliyadda
c_1207,d_14,Pansiyagama
c_1208,d_14,Parape
c_1209,d_14,Pathanewatta
c_1210,d_14,Pattiya Watta
c_1211,d_14,Perakanatta
c_1212,d_14,Periyakadneluwa
c_1213,d_14,Pihimbiya Ratmale
c_1214,d_14,Pihimbuwa
c_1215,d_14,Pilessa
c_1216,d_14,Polgahawela
c_1217,d_14,Polgolla
c_1218,d_14,Polpithigama
c_1219,d_14,Pothuhera
c_1220,d_14,Pothupitiya
c_1221,d_14,Pujapitiya
c_1222,d_14,Rakwana
c_1223,d_14,Ranorawa
c_1224,d_14,Rathukohodigala
c_1225,d_14,Ridibendiella
c_1226,d_14,Ridigama
c_1227,d_14,Saliya Asokapura
c_1228,d_14,Sandalankawa
c_1229,d_14,Sevanapitiya
c_1230,d_14,Sirambiadiya
c_1231,d_14,Sirisetagama
c_1232,d_14,Siyambalangamuwa
c_1233,d_14,Siyambalawewa
c_1234,d_14,Solepura
c_1235,d_14,Solewewa
c_1236,d_14,Sunandapura
c_1237,d_14,Talawattegedara
c_1238,d_14,Tambutta
c_1239,d_14,Tennepanguwa
c_1240,d_14,Thalahitimulla
c_1241,d_14,Thalakolawewa
c_1242,d_14,Thalwita
c_1243,d_14,Tharana Udawela
c_1244,d_14,Thimbiriyawa
c_1245,d_14,Tisogama
c_1246,d_14,Thorayaya
c_1247,d_14,Tulhiriya
c_1248,d_14,Tuntota
c_1249,d_14,Tuttiripitigama
c_1250,d_14,Udagaldeniya
c_1251,d_14,Udahingulwala
c_1252,d_14,Udawatta
c_1253,d_14,Udubaddawa
c_1254,d_14,Udumulla
c_1255,d_14,Uhumiya
c_1256,d_14,Ulpotha Pallekele
c_1257,d_14,Ulpothagama
c_1258,d_14,Usgala Siyabmalangamuwa
c_1259,d_14,Vijithapura
c_1260,d_14,Wadakada
c_1261,d_14,Wadumunnegedara
c_1262,d_14,Walakumburumulla
c_1263,d_14,Wannigama
c_1264,d_14,Wannikudawewa
c_1265,d_14,Wannilhalagama
c_1266,d_14,Wannirasnayakapura
c_1267,d_14,Warawewa
c_1268,d_14,Wariyapola
c_1269,d_14,Watareka
c_1270,d_14,Wattegama
c_1271,d_14,Watuwatta
c_1272,d_14,Weerapokuna
c_1273,d_14,Welawa Juncton
c_1274,d_14,Welipennagahamulla
c_1275,d_14,Wellagala
c_1276,d_14,Wellarawa
c_1277,d_14,Wellawa
c_1278,d_14,Welpalla
c_1279,d_14,Wennoruwa
c_1280,d_14,Weuda
c_1281,d_14,Wewagama
c_1282,d_14,Wilgamuwa
c_1283,d_14,Yakwila
c_1284,d_14,Yatigaloluwa
c_1285,d_15,Mannar
c_1286,d_15,Puthukudiyiruppu
c_1287,d_16,Akuramboda
c_1288,d_16,Alawatuwala
c_1289,d_16,Alwatta
c_1290,d_16,Ambana
c_1291,d_16,Aralaganwila
c_1292,d_16,Ataragallewa
c_1293,d_16,Bambaragaswewa
c_1294,d_16,Barawardhana Oya
c_1295,d_16,Beligamuwa
c_1296,d_16,Damana
c_1297,d_16,Dambulla
c_1298,d_16,Damminna
c_1299,d_16,Dankanda
c_1300,d_16,Delwite
c_1301,d_16,Devagiriya
c_1302,d_16,Dewahuwa
c_1303,d_16,Divuldamana
c_1304,d_16,Dullewa
c_1305,d_16,Dunkolawatta
c_1306,d_16,Elkaduwa
c_1307,d_16,Erawula Junction
c_1308,d_16,Etanawala
c_1309,d_16,Galewela
c_1310,d_16,Galoya Junction
c_1311,d_16,Gammaduwa
c_1312,d_16,Gangala Puwakpitiya
c_1313,d_16,Hasalaka
c_1314,d_16,Hattota Amuna
c_1315,d_16,Imbulgolla
c_1316,d_16,Inamaluwa
c_1317,d_16,Iriyagolla
c_1318,d_16,Kaikawala
c_1319,d_16,Kalundawa
c_1320,d_16,Kandalama
c_1321,d_16,Kavudupelella
c_1322,d_16,Kibissa
c_1323,d_16,Kiwula
c_1324,d_16,Kongahawela
c_1325,d_16,Laggala Pallegama
c_1326,d_16,Leliambe
c_1327,d_16,Lenadora
c_1328,d_16,Ihala Halmillewa
c_1329,d_16,Illukkumbura
c_1330,d_16,Madipola
c_1331,d_16,Mahawela
c_1332,d_16,Mananwatta
c_1333,d_16,Maraka
c_1334,d_16,Matale
c_1335,d_16,Melipitiya
c_1336,d_16,Metihakka
c_1337,d_16,Millawana
c_1338,d_16,Muwandeniya
c_1339,d_16,Nalanda
c_1340,d_16,Naula
c_1341,d_16,Opalgala
c_1342,d_16,Pallepola
c_1343,d_16,Pimburattewa
c_1344,d_16,Pulastigama
c_1345,d_16,Ranamuregama
c_1346,d_16,Rattota
c_1347,d_16,Selagama
c_1348,d_16,Sigiriya
c_1349,d_16,Sinhagama
c_1350,d_16,Sungavila
c_1351,d_16,Talagoda Junction
c_1352,d_16,Talakiriyagama
c_1353,d_16,Tamankaduwa
c_1354,d_16,Udasgiriya
c_1355,d_16,Udatenna
c_1356,d_16,Ukuwela
c_1357,d_16,Wahacotte
c_1358,d_16,Walawela
c_1359,d_16,Wehigala
c_1360,d_16,Welangahawatte
c_1361,d_16,Wewalawewa
c_1362,d_16,Yatawatta
c_1363,d_17,Akuressa
c_1364,d_17,Alapaladeniya
c_1365,d_17,Aparekka
c_1366,d_17,Athuraliya
c_1367,d_17,Bengamuwa
c_1368,d_17,Bopagoda
c_1369,d_17,Dampahala
c_1370,d_17,Deegala Lenama
c_1371,d_17,Deiyandara
c_1372,d_17,Denagama
c_1373,d_17,Denipitiya
c_1374,d_17,Deniyaya
c_1375,d_17,Derangala
c_1376,d_17,Devinuwara (Dondra)
c_1377,d_17,Dikwella
c_1378,d_17,Diyagaha
c_1379,d_17,Diyalape
c_1380,d_17,Gandara
c_1381,d_17,Godapitiya
c_1382,d_17,Gomilamawarala
c_1383,d_17,Hawpe
c_1384,d_17,Horapawita
c_1385,d_17,Kalubowitiyana
c_1386,d_17,Kamburugamuwa
c_1387,d_17,Kamburupitiya
c_1388,d_17,Karagoda Uyangoda
c_1389,d_17,Karaputugala
c_1390,d_17,Karatota
c_1391,d_17,Kekanadura
c_1392,d_17,Kiriweldola
c_1393,d_17,Kiriwelkele
c_1394,d_17,Kolawenigama
c_1395,d_17,Kotapola
c_1396,d_17,Lankagama
c_1397,d_17,Makandura
c_1398,d_17,Maliduwa
c_1399,d_17,Maramba
c_1400,d_17,Matara
c_1401,d_17,Mediripitiya
c_1402,d_17,Miella
c_1403,d_17,Mirissa
c_1404,d_17,Morawaka
c_1405,d_17,Mulatiyana Junction
c_1406,d_17,Nadugala
c_1407,d_17,Naimana
c_1408,d_17,Palatuwa
c_1409,d_17,Parapamulla
c_1410,d_17,Pasgoda
c_1411,d_17,Penetiyana
c_1412,d_17,Pitabeddara
c_1413,d_17,Puhulwella
c_1414,d_17,Radawela
c_1415,d_17,Ransegoda
c_1416,d_17,Rotumba
c_1417,d_17,Sultanagoda
c_1418,d_17,Telijjawila
c_1419,d_17,Thihagoda
c_1420,d_17,Urubokka
c_1421,d_17,Urugamuwa
c_1422,d_17,Urumutta
c_1423,d_17,Viharahena
c_1424,d_17,Walakanda
c_1425,d_17,Walasgala
c_1426,d_17,Waralla
c_1427,d_17,Weligama
c_1428,d_17,Wilpita
c_1429,d_17,Yatiyana
c_1430,d_18,Ayiwela
c_1431,d_18,Badalkumbura
c_1432,d_18,Baduluwela
c_1433,d_18,Bakinigahawela
c_1434,d_18,Balaharuwa
c_1435,d_18,Bibile
c_1436,d_18,Buddama
c_1437,d_18,Buttala
c_1438,d_18,Dambagalla
c_1439,d_18,Diyakobala
c_1440,d_18,Dombagahawela
c_1441,d_18,Ethimalewewa
c_1442,d_18,Ettiliwewa
c_1443,d_18,Galabedda
c_1444,d_18,Gamewela
c_1445,d_18,Hambegamuwa
c_1446,d_18,Hingurukaduwa
c_1447,d_18,Hulandawa
c_1448,d_18,Inginiyagala
c_1449,d_18,Kandaudapanguwa
c_1450,d_18,Kandawinna
c_1451,d_18,Kataragama
c_1452,d_18,Kotagama
c_1453,d_18,Kotamuduna
c_1454,d_18,Kotawehera Mankada
c_1455,d_18,Kudawewa
c_1456,d_18,Kumbukkana
c_1457,d_18,Marawa
c_1458,d_18,Mariarawa
c_1459,d_18,Medagana
c_1460,d_18,Medawelagama
c_1461,d_18,Miyanakandura
c_1462,d_18,Monaragala
c_1463,d_18,Moretuwegama
c_1464,d_18,Nakkala
c_1465,d_18,Namunukula
c_1466,d_18,Nannapurawa
c_1467,d_18,Nelliyadda
c_1468,d_18,Nilgala
c_1469,d_18,Obbegoda
c_1470,d_18,Okkampitiya
c_1471,d_18,Pangura
c_1472,d_18,Pitakumbura
c_1473,d_18,Randeniya
c_1474,d_18,Ruwalwela
c_1475,d_18,Sella Kataragama
